State: [0, 0, 0, 0] OptimalAction: [0, 4, 1, 2]
State: [1, 0, 1, 4] OptimalAction: [0, 1, 2, 1]
State: [2, 0, 1, 4] OptimalAction: [0, 0, 2, 1]
State: [3, 0, 1, 4] OptimalAction: [0, 0, 2, 0]
State: [4, 0, 1, 4] OptimalAction: [0, 0, 0, 1]
State: [5, 0, 1, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 1, 4] OptimalAction: [0, 3, 0, 1]
State: [1, 1, 1, 4] OptimalAction: [0, 0, 2, 1]
State: [2, 1, 1, 4] OptimalAction: [0, 0, 2, 0]
State: [3, 1, 1, 4] OptimalAction: [0, 0, 0, 1]
State: [4, 1, 1, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 1, 4] OptimalAction: [0, 2, 0, 1]
State: [1, 2, 1, 4] OptimalAction: [0, 2, 0, 0]
State: [2, 2, 1, 4] OptimalAction: [0, 0, 0, 1]
State: [3, 2, 1, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 1, 4] OptimalAction: [0, 1, 0, 1]
State: [1, 3, 1, 4] OptimalAction: [0, 1, 0, 0]
State: [2, 3, 1, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 1, 4] OptimalAction: [0, 0, 0, 1]
State: [1, 4, 1, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 5, 1, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 2, 4] OptimalAction: [0, 0, 1, 3]
State: [1, 0, 2, 4] OptimalAction: [0, 1, 1, 1]
State: [2, 0, 2, 4] OptimalAction: [0, 0, 1, 1]
State: [3, 0, 2, 4] OptimalAction: [0, 0, 1, 0]
State: [4, 0, 2, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 2, 4] OptimalAction: [0, 0, 2, 1]
State: [1, 1, 2, 4] OptimalAction: [0, 0, 1, 1]
State: [2, 1, 2, 4] OptimalAction: [0, 0, 1, 0]
State: [3, 1, 2, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 2, 4] OptimalAction: [0, 0, 1, 1]
State: [1, 2, 2, 4] OptimalAction: [0, 0, 1, 0]
State: [2, 2, 2, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 2, 4] OptimalAction: [0, 1, 0, 0]
State: [1, 3, 2, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 2, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 3, 4] OptimalAction: [0, 0, 0, 3]
State: [1, 0, 3, 4] OptimalAction: [0, 1, 0, 1]
State: [2, 0, 3, 4] OptimalAction: [0, 0, 0, 1]
State: [3, 0, 3, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 3, 4] OptimalAction: [0, 0, 1, 1]
State: [1, 1, 3, 4] OptimalAction: [0, 0, 0, 1]
State: [2, 1, 3, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 3, 4] OptimalAction: [0, 0, 0, 1]
State: [1, 2, 3, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 3, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 4, 4] OptimalAction: [0, 0, 2, 0]
State: [1, 0, 4, 4] OptimalAction: [0, 0, 0, 1]
State: [2, 0, 4, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 4, 4] OptimalAction: [0, 0, 0, 1]
State: [1, 1, 4, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 4, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 5, 4] OptimalAction: [0, 0, 1, 0]
State: [1, 0, 5, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 5, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 6, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 0, 5] OptimalAction: [0, 4, 1, 0]
State: [1, 0, 0, 5] OptimalAction: [0, 1, 3, 0]
State: [2, 0, 0, 5] OptimalAction: [0, 0, 3, 0]
State: [3, 0, 0, 5] OptimalAction: [0, 1, 1, 0]
State: [4, 0, 0, 5] OptimalAction: [0, 0, 1, 0]
State: [5, 0, 0, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 0, 5] OptimalAction: [0, 3, 1, 0]
State: [1, 1, 0, 5] OptimalAction: [0, 0, 3, 0]
State: [2, 1, 0, 5] OptimalAction: [0, 0, 2, 0]
State: [3, 1, 0, 5] OptimalAction: [0, 0, 1, 0]
State: [4, 1, 0, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 0, 5] OptimalAction: [0, 2, 1, 0]
State: [1, 2, 0, 5] OptimalAction: [0, 2, 0, 0]
State: [2, 2, 0, 5] OptimalAction: [0, 0, 1, 0]
State: [3, 2, 0, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 0, 5] OptimalAction: [0, 1, 1, 0]
State: [1, 3, 0, 5] OptimalAction: [0, 1, 0, 0]
State: [2, 3, 0, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 0, 5] OptimalAction: [0, 0, 1, 0]
State: [1, 4, 0, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 5, 0, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 1, 5] OptimalAction: [0, 4, 0, 0]
State: [1, 0, 1, 5] OptimalAction: [0, 1, 2, 0]
State: [2, 0, 1, 5] OptimalAction: [0, 0, 2, 0]
State: [3, 0, 1, 5] OptimalAction: [0, 1, 0, 0]
State: [4, 0, 1, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 1, 5] OptimalAction: [0, 3, 0, 0]
State: [1, 1, 1, 5] OptimalAction: [0, 0, 2, 0]
State: [2, 1, 1, 5] OptimalAction: [0, 0, 1, 0]
State: [3, 1, 1, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 1, 5] OptimalAction: [0, 2, 0, 0]
State: [1, 2, 1, 5] OptimalAction: [0, 1, 0, 0]
State: [2, 2, 1, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 1, 5] OptimalAction: [0, 1, 0, 0]
State: [1, 3, 1, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 1, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 2, 5] OptimalAction: [0, 0, 1, 2]
State: [1, 0, 2, 5] OptimalAction: [0, 1, 1, 0]
State: [2, 0, 2, 5] OptimalAction: [0, 0, 1, 0]
State: [3, 0, 2, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 2, 5] OptimalAction: [0, 0, 2, 0]
State: [1, 1, 2, 5] OptimalAction: [0, 0, 1, 0]
State: [2, 1, 2, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 2, 5] OptimalAction: [0, 0, 1, 0]
State: [1, 2, 2, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 2, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 3, 5] OptimalAction: [0, 0, 0, 2]
State: [1, 0, 3, 5] OptimalAction: [0, 1, 0, 0]
State: [2, 0, 3, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 3, 5] OptimalAction: [0, 0, 1, 0]
State: [1, 1, 3, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 3, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 4, 5] OptimalAction: [0, 1, 0, 0]
State: [1, 0, 4, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 4, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 5, 5] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 0, 6] OptimalAction: [0, 0, 3, 1]
State: [1, 0, 0, 6] OptimalAction: [0, 1, 1, 1]
State: [2, 0, 0, 6] OptimalAction: [0, 0, 1, 1]
State: [3, 0, 0, 6] OptimalAction: [0, 0, 1, 0]
State: [4, 0, 0, 6] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 0, 6] OptimalAction: [0, 0, 3, 0]
State: [1, 1, 0, 6] OptimalAction: [0, 0, 1, 1]
State: [2, 1, 0, 6] OptimalAction: [0, 0, 1, 0]
State: [3, 1, 0, 6] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 0, 6] OptimalAction: [0, 0, 1, 1]
State: [1, 2, 0, 6] OptimalAction: [0, 0, 1, 0]
State: [2, 2, 0, 6] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 0, 6] OptimalAction: [0, 1, 0, 0]
State: [1, 3, 0, 6] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 0, 6] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 1, 6] OptimalAction: [0, 0, 2, 1]
State: [1, 0, 1, 6] OptimalAction: [0, 1, 0, 1]
State: [2, 0, 1, 6] OptimalAction: [0, 0, 0, 1]
State: [3, 0, 1, 6] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 1, 6] OptimalAction: [0, 0, 2, 0]
State: [1, 1, 1, 6] OptimalAction: [0, 0, 0, 1]
State: [2, 1, 1, 6] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 1, 6] OptimalAction: [0, 0, 0, 1]
State: [1, 2, 1, 6] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 1, 6] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 2, 6] OptimalAction: [0, 0, 1, 1]
State: [1, 0, 2, 6] OptimalAction: [0, 0, 1, 0]
State: [2, 0, 2, 6] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 2, 6] OptimalAction: [0, 0, 1, 0]
State: [1, 1, 2, 6] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 2, 6] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 3, 6] OptimalAction: [0, 0, 0, 1]
State: [1, 0, 3, 6] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 3, 6] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 4, 6] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 0, 7] OptimalAction: [0, 0, 3, 0]
State: [1, 0, 0, 7] OptimalAction: [0, 1, 1, 0]
State: [2, 0, 0, 7] OptimalAction: [0, 0, 1, 0]
State: [3, 0, 0, 7] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 0, 7] OptimalAction: [0, 0, 2, 0]
State: [1, 1, 0, 7] OptimalAction: [0, 0, 1, 0]
State: [2, 1, 0, 7] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 0, 7] OptimalAction: [0, 0, 1, 0]
State: [1, 2, 0, 7] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 0, 7] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 1, 7] OptimalAction: [0, 0, 2, 0]
State: [1, 0, 1, 7] OptimalAction: [0, 1, 0, 0]
State: [2, 0, 1, 7] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 1, 7] OptimalAction: [0, 0, 1, 0]
State: [1, 1, 1, 7] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 1, 7] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 2, 7] OptimalAction: [0, 0, 1, 0]
State: [1, 0, 2, 7] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 2, 7] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 3, 7] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 0, 8] OptimalAction: [0, 0, 1, 1]
State: [1, 0, 0, 8] OptimalAction: [0, 0, 1, 0]
State: [2, 0, 0, 8] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 0, 8] OptimalAction: [0, 0, 1, 0]
State: [1, 1, 0, 8] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 0, 8] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 1, 8] OptimalAction: [0, 0, 0, 1]
State: [1, 0, 1, 8] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 1, 8] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 2, 8] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 0, 9] OptimalAction: [0, 0, 1, 0]
State: [1, 0, 0, 9] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 0, 9] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 1, 9] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 0, 10] OptimalAction: [0, 0, 0, 0]
